Year,Marks,Percentile,Total_Candidates
2010,156,90.517779,850000
2010,162,89.902524,850000
2010,165,90.934109,850000
2010,166,90.31812,850000
2010,172,90.503263,850000
2010,175,90.467066,850000
2010,176,90.986853,850000
2010,184,94.844194,850000
2010,185,95.103674,850000
2010,186,94.962337,850000
2010,192,95.15194,850000
2010,194,95.027016,850000
2010,196,95.195942,850000
2010,204,97.063413,850000
2010,205,96.667999,850000
2010,206,96.634523,850000
2010,212,96.781325,850000
2010,213,97.115964,850000
2010,214,97.307261,850000
2010,222,98.500434,850000
2010,225,98.468517,850000
2010,226,98.188717,850000
2010,232,98.648624,850000
2010,234,98.976159,850000
2010,235,98.956044,850000
2010,242,98.525462,850000
2010,244,98.7326995,850000
2010,252,99.206192,850000
2010,255,99.424163,850000
2010,262,99.16576,850000
2010,263,99.227604,850000
2010,265,99.170565,850000
2010,273,99.937112,850000
2010,274,99.453442,850000
2010,275,100.0,850000
2010,284,99.83431300000001,850000
2010,285,100.0,850000
2010,293,99.740138,850000
2010,295,99.835819,850000
2010,297,100.0,850000
2011,2,1.212054,900000
2011,3,1.645611,900000
2011,5,1.598756,900000
2011,12,4.9424535,900000
2011,14,5.978758,900000
2011,23,8.829415,900000
2011,24,10.030903,900000
2011,26,10.11139,900000
2011,36,13.885801,900000
2011,42,16.456396,900000
2011,43,16.643354,900000
2011,45,17.713712,900000
2011,52,20.897839,900000
2011,55,22.374173,900000
2011,56,22.63319,900000
2011,63,25.2040175,900000
2011,64,25.251282,900000
2011,74,29.230324,900000
2011,82,55.220489,900000
2011,85,55.4579725,900000
2011,94,57.301505,900000
2011,96,57.29654,900000
2011,102,70.29086,900000
2011,103,69.740105,900000
2011,106,70.189576,900000
2011,112,71.475511,900000
2011,113,71.807152,900000
2011,115,71.954369,900000
2011,123,79.920331,900000
2011,126,80.2002675,900000
2011,132,80.488665,900000
2011,134,80.787128,900000
2011,136,81.565179,900000
2011,145,82.1210515,900000
2011,146,81.861304,900000
2011,155,90.0165835,900000
2011,156,90.314302,900000
2011,162,89.731325,900000
2011,165,90.638757,900000
2011,166,90.752643,900000
2011,172,90.660367,900000
2011,174,90.318804,900000
2011,176,91.045229,900000
2011,184,95.210105,900000
2011,185,94.616518,900000
2011,186,94.507997,900000
2011,192,95.0945265,900000
2011,196,95.269015,900000
2011,203,96.815643,900000
2011,205,96.92939,900000
2011,206,96.300586,900000
2011,213,96.776325,900000
2011,214,96.742455,900000
2011,216,97.355275,900000
2011,222,98.295587,900000
2011,223,98.017781,900000
2011,232,98.770375,900000
2011,233,98.0328,900000
2011,236,97.946273,900000
2011,245,98.1578,900000
2011,246,98.6320105,900000
2011,253,98.667355,900000
2011,254,99.454741,900000
2011,255,99.05491,900000
2011,263,99.333774,900000
2011,266,99.493132,900000
2011,273,99.84895,900000
2011,275,98.971004,900000
2011,276,99.337153,900000
2011,282,99.524834,900000
2011,283,99.853404,900000
2011,286,99.653152,900000
2011,293,99.700253,900000
2011,296,99.5891465,900000
2012,2,1.185727,950000
2012,3,1.481971,950000
2012,5,1.96197,950000
2012,12,5.11191,950000
2012,13,5.204136,950000
2012,15,5.484071,950000
2012,22,8.984605,950000
2012,24,9.439564,950000
2012,26,10.704815,950000
2012,34,13.550513,950000
2012,43,17.350513,950000
2012,45,17.601349,950000
2012,52,20.772478,950000
2012,55,22.174201,950000
2012,56,21.768195,950000
2012,62,24.838985,950000
2012,63,25.34821,950000
2012,64,25.867272,950000
2012,72,28.630617,950000
2012,73,29.419017,950000
2012,76,30.039183,950000
2012,83,54.86886,950000
2012,86,55.718447,950000
2012,93,57.033285,950000
2012,94,56.646169,950000
2012,96,57.298283,950000
2012,102,70.225288,950000
2012,104,70.092236,950000
2012,105,69.88313,950000
2012,112,71.031119,950000
2012,114,70.926845,950000
2012,123,79.792979,950000
2012,124,79.99725,950000
2012,133,81.159953,950000
2012,135,80.970136,950000
2012,143,82.168564,950000
2012,145,81.802959,950000
2012,146,82.400872,950000
2012,152,89.833113,950000
2012,153,89.442445,950000
2012,154,89.229922,950000
2012,163,90.23897149999999,950000
2012,165,90.611413,950000
2012,174,90.437003,950000
2012,175,90.639188,950000
2012,176,90.74329,950000
2012,183,94.502715,950000
2012,184,94.549564,950000
2012,185,94.870636,950000
2012,192,94.899901,950000
2012,193,94.611213,950000
2012,196,94.534828,950000
2012,202,96.921751,950000
2012,203,96.370401,950000
2012,206,96.517644,950000
2012,216,97.260366,950000
2012,222,97.65704199999999,950000
2012,225,98.306391,950000
2012,233,98.009565,950000
2012,234,98.487691,950000
2012,236,97.74288,950000
2012,242,98.35792649999999,950000
2012,243,98.78493,950000
2012,252,98.847087,950000
2012,253,98.993354,950000
2012,256,98.506899,950000
2012,264,99.309628,950000
2012,266,99.5354815,950000
2012,272,98.967048,950000
2012,275,98.997008,950000
2012,276,99.552767,950000
2012,282,99.12019,950000
2012,284,99.618042,950000
2012,285,99.027435,950000
2012,294,99.447475,950000
2012,296,99.924568,950000
2012,297,99.584921,950000
2013,2,0.625746,1000000
2013,4,1.678475,1000000
2013,5,1.608663,1000000
2013,12,4.7810035,1000000
2013,16,6.014321,1000000
2013,23,9.0464845,1000000
2013,24,9.759644,1000000
2013,35,14.065608999999998,1000000
2013,36,14.492039,1000000
2013,43,17.173854,1000000
2013,45,18.1084075,1000000
2013,53,21.1753035,1000000
2013,56,22.547599,1000000
2013,63,24.750199,1000000
2013,64,25.498528,1000000
2013,75,30.031882,1000000
2013,76,30.041356,1000000
2013,85,55.3551435,1000000
2013,86,55.212232,1000000
2013,92,56.176732,1000000
2013,93,57.079259,1000000
2013,94,57.245035,1000000
2013,102,69.499722,1000000
2013,104,70.224597,1000000
2013,106,70.462572,1000000
2013,113,70.691272,1000000
2013,114,71.303708,1000000
2013,116,71.419424,1000000
2013,122,79.449882,1000000
2013,123,79.701153,1000000
2013,124,79.799649,1000000
2013,132,80.540311,1000000
2013,134,80.872902,1000000
2013,142,81.8224915,1000000
2013,143,82.049466,1000000
2013,154,89.623757,1000000
2013,155,89.166856,1000000
2013,156,89.234245,1000000
2013,164,89.8358415,1000000
2013,165,90.291429,1000000
2013,172,89.967082,1000000
2013,175,90.861027,1000000
2013,176,90.671507,1000000
2013,182,94.512783,1000000
2013,184,94.188068,1000000
2013,193,94.150268,1000000
2013,195,94.31373,1000000
2013,196,94.139511,1000000
2013,203,96.252668,1000000
2013,204,95.875024,1000000
2013,206,95.936175,1000000
2013,212,96.63222,1000000
2013,215,96.416642,1000000
2013,216,96.626904,1000000
2013,223,97.586271,1000000
2013,224,97.478963,1000000
2013,225,97.53873,1000000
2013,233,97.849603,1000000
2013,235,97.670038,1000000
2013,242,98.073757,1000000
2013,244,98.45992,1000000
2013,253,98.818686,1000000
2013,254,98.273826,1000000
2013,256,99.263755,1000000
2013,262,98.438986,1000000
2013,265,99.248258,1000000
2013,266,98.512118,1000000
2013,273,98.744961,1000000
2013,274,99.500019,1000000
2013,276,99.472988,1000000
2013,282,99.224779,1000000
2013,283,98.973856,1000000
2013,285,99.395517,1000000
2013,294,99.575182,1000000
2013,296,99.614067,1000000
2013,297,99.586302,1000000
2014,3,0.719183,1050000
2014,4,2.033307,1050000
2014,6,2.359755,1050000
2014,13,4.71625,1050000
2014,14,5.332694,1050000
2014,15,6.159046,1050000
2014,23,8.774283,1050000
2014,24,9.188371,1050000
2014,26,10.399152,1050000
2014,33,12.990036,1050000
2014,36,14.366623,1050000
2014,44,17.521413,1050000
2014,45,17.953098,1050000
2014,46,17.891371,1050000
2014,53,20.628019,1050000
2014,54,21.784019,1050000
2014,55,21.486421,1050000
2014,62,24.549465,1050000
2014,63,25.013347,1050000
2014,73,28.937662,1050000
2014,76,29.9508065,1050000
2014,82,54.435856,1050000
2014,83,54.99544,1050000
2014,84,55.064704,1050000
2014,92,56.4057275,1050000
2014,93,56.835728,1050000
2014,102,69.915968,1050000
2014,103,69.934856,1050000
2014,104,70.189552,1050000
2014,112,70.721127,1050000
2014,115,70.875761,1050000
2014,116,71.189412,1050000
2014,123,79.360059,1050000
2014,125,79.7782605,1050000
2014,132,80.705444,1050000
2014,134,80.669042,1050000
2014,135,80.888946,1050000
2014,142,81.085886,1050000
2014,143,80.990002,1050000
2014,144,81.198777,1050000
2014,154,89.740849,1050000
2014,155,89.490835,1050000
2014,156,89.273692,1050000
2014,163,89.984465,1050000
2014,164,90.11116,1050000
2014,165,89.506433,1050000
2014,172,90.091044,1050000
2014,174,90.174708,1050000
2014,183,94.032984,1050000
2014,185,94.513539,1050000
2014,186,94.106484,1050000
2014,192,94.181363,1050000
2014,193,94.76918,1050000
2014,194,94.269809,1050000
2014,202,95.980263,1050000
2014,203,96.138706,1050000
2014,204,95.78424,1050000
2014,214,96.135999,1050000
2014,216,96.398067,1050000
2014,224,97.3619665,1050000
2014,226,97.740956,1050000
2014,232,97.516556,1050000
2014,235,97.80252,1050000
2014,236,97.681598,1050000
2014,242,97.563296,1050000
2014,245,97.8725565,1050000
2014,252,98.811236,1050000
2014,254,98.688744,1050000
2014,255,98.282031,1050000
2014,262,98.657808,1050000
2014,264,98.326037,1050000
2014,266,99.125766,1050000
2014,273,98.781847,1050000
2014,274,98.5564125,1050000
2014,283,98.823599,1050000
2014,284,99.44276,1050000
2014,285,99.086896,1050000
2014,296,99.66399,1050000
2014,297,99.26315149999999,1050000
2015,3,1.218203,1100000
2015,4,1.80422,1100000
2015,5,1.848689,1100000
2015,12,4.682354,1100000
2015,14,5.314191,1100000
2015,22,8.238777,1100000
2015,23,9.451728,1100000
2015,24,9.114315,1100000
2015,32,12.7894455,1100000
2015,36,13.818687,1100000
2015,42,16.252296,1100000
2015,44,17.113241,1100000
2015,46,18.216174,1100000
2015,54,21.599038,1100000
2015,55,22.230908,1100000
2015,56,21.891433,1100000
2015,62,24.740164999999998,1100000
2015,66,25.641043,1100000
2015,72,28.174886,1100000
2015,73,28.396545,1100000
2015,76,30.365843,1100000
2015,83,54.525734,1100000
2015,85,55.155906,1100000
2015,94,57.006738999999996,1100000
2015,96,57.392745,1100000
2015,102,69.3015575,1100000
2015,105,70.233916,1100000
2015,112,71.052339,1100000
2015,113,70.561808,1100000
2015,116,70.678093,1100000
2015,122,78.848074,1100000
2015,123,78.928099,1100000
2015,125,79.771582,1100000
2015,132,80.127531,1100000
2015,135,81.006083,1100000
2015,136,80.600581,1100000
2015,144,80.98123,1100000
2015,145,81.062684,1100000
2015,146,81.492764,1100000
2015,153,89.06075100000001,1100000
2015,154,89.472542,1100000
2015,162,89.765437,1100000
2015,163,89.874645,1100000
2015,172,89.936521,1100000
2015,173,90.167347,1100000
2015,175,90.103928,1100000
2015,184,94.019477,1100000
2015,186,93.81180900000001,1100000
2015,192,94.306567,1100000
2015,193,94.203535,1100000
2015,195,94.575049,1100000
2015,203,95.831863,1100000
2015,204,96.359196,1100000
2015,206,95.958414,1100000
2015,212,95.812975,1100000
2015,216,96.333317,1100000
2015,223,96.919984,1100000
2015,232,97.922916,1100000
2015,235,97.291149,1100000
2015,236,97.779013,1100000
2015,242,97.372645,1100000
2015,244,97.953329,1100000
2015,246,98.013732,1100000
2015,252,98.781925,1100000
2015,254,98.819475,1100000
2015,256,97.974646,1100000
2015,263,98.076066,1100000
2015,264,98.063581,1100000
2015,265,98.693356,1100000
2015,272,98.4595145,1100000
2015,274,98.712542,1100000
2015,282,98.61202,1100000
2015,283,98.65508550000001,1100000
2015,295,99.242643,1100000
2015,296,98.78216,1100000
2016,2,1.113314,1150000
2016,3,1.3703945,1150000
2016,12,4.583427,1150000
2016,13,5.057551500000001,1150000
2016,22,8.279592,1150000
2016,23,9.347005,1150000
2016,25,10.062465,1150000
2016,32,12.616934,1150000
2016,34,13.01453,1150000
2016,43,17.039398,1150000
2016,44,17.548582,1150000
2016,52,20.020421,1150000
2016,54,21.781951,1150000
2016,56,21.855393,1150000
2016,62,24.336865500000002,1150000
2016,65,25.566306,1150000
2016,72,27.898032,1150000
2016,73,28.90785,1150000
2016,76,30.386236,1150000
2016,84,55.264983,1150000
2016,85,54.610612,1150000
2016,86,54.896545,1150000
2016,92,55.891764,1150000
2016,95,56.647618,1150000
2016,102,69.418167,1150000
2016,103,69.102855,1150000
2016,105,69.699,1150000
2016,113,71.016349,1150000
2016,114,70.5385835,1150000
2016,125,78.904302,1150000
2016,126,79.762671,1150000
2016,134,80.628454,1150000
2016,135,80.606229,1150000
2016,142,80.682109,1150000
2016,146,81.637282,1150000
2016,153,88.9511415,1150000
2016,154,88.669989,1150000
2016,164,88.991266,1150000
2016,166,89.152788,1150000
2016,173,89.7336255,1150000
2016,176,89.839578,1150000
2016,183,93.717524,1150000
2016,184,93.434978,1150000
2016,185,93.360601,1150000
2016,195,93.660545,1150000
2016,196,93.66691,1150000
2016,203,95.60300649999999,1150000
2016,205,95.444747,1150000
2016,213,96.096456,1150000
2016,214,96.248128,1150000
2016,216,96.316245,1150000
2016,222,96.770368,1150000
2016,223,96.958324,1150000
2016,224,97.669234,1150000
2016,233,97.656873,1150000
2016,234,97.084293,1150000
2016,236,97.39666,1150000
2016,242,97.019011,1150000
2016,243,97.135396,1150000
2016,244,97.984603,1150000
2016,252,98.562726,1150000
2016,255,98.059698,1150000
2016,264,97.946852,1150000
2016,265,98.649852,1150000
2016,266,98.649101,1150000
2016,273,98.445593,1150000
2016,274,98.782793,1150000
2016,276,98.207296,1150000
2016,284,98.467529,1150000
2016,286,98.87243050000001,1150000
2016,297,99.355467,1150000
2017,2,0.317587,1180000
2017,3,1.237326,1180000
2017,13,5.134764499999999,1180000
2017,16,6.760947,1180000
2017,23,8.747900999999999,1180000
2017,26,10.17735,1180000
2017,34,13.371247,1180000
2017,35,13.808245,1180000
2017,36,13.813142,1180000
2017,43,16.747931,1180000
2017,44,16.82334,1180000
2017,46,18.473518,1180000
2017,52,20.474435,1180000
2017,55,21.296343,1180000
2017,56,22.021497,1180000
2017,64,25.142599,1180000
2017,66,25.841879499999997,1180000
2017,73,28.355771,1180000
2017,75,29.28975,1180000
2017,76,30.350206,1180000
2017,82,54.80857,1180000
2017,85,54.9741375,1180000
2017,94,56.767202,1180000
2017,95,56.582359,1180000
2017,96,56.908712,1180000
2017,102,68.934238,1180000
2017,104,69.820583,1180000
2017,113,70.427778,1180000
2017,114,70.98571,1180000
2017,115,71.053883,1180000
2017,122,79.190273,1180000
2017,124,79.270337,1180000
2017,125,79.681821,1180000
2017,132,79.799846,1180000
2017,142,80.632031,1180000
2017,145,81.085021,1180000
2017,146,80.847533,1180000
2017,153,88.4021,1180000
2017,155,89.190433,1180000
2017,162,88.722928,1180000
2017,163,89.2672,1180000
2017,165,89.108047,1180000
2017,173,89.990803,1180000
2017,182,93.467815,1180000
2017,185,93.976423,1180000
2017,186,93.523115,1180000
2017,193,94.166831,1180000
2017,195,93.78694200000001,1180000
2017,202,95.865473,1180000
2017,203,95.764507,1180000
2017,205,95.699765,1180000
2017,212,96.083652,1180000
2017,214,95.512961,1180000
2017,215,95.516542,1180000
2017,222,96.950733,1180000
2017,223,97.127447,1180000
2017,226,97.520702,1180000
2017,234,96.819865,1180000
2017,235,97.419199,1180000
2017,236,97.481347,1180000
2017,244,97.044686,1180000
2017,245,97.089303,1180000
2017,246,97.338207,1180000
2017,252,97.597583,1180000
2017,253,97.92728,1180000
2017,254,98.183995,1180000
2017,264,98.27669549999999,1180000
2017,265,98.197356,1180000
2017,272,98.398485,1180000
2017,273,98.327521,1180000
2017,275,98.06725,1180000
2017,282,98.804521,1180000
2017,286,98.685196,1180000
2017,294,98.904345,1180000
2018,3,1.358532,1200000
2018,5,1.697712,1200000
2018,6,2.127947,1200000
2018,12,4.830756,1200000
2018,13,5.276003,1200000
2018,16,6.30386,1200000
2018,22,8.368256,1200000
2018,24,9.328388,1200000
2018,26,10.606991,1200000
2018,33,13.367925,1200000
2018,35,13.972339,1200000
2018,36,13.720219,1200000
2018,42,16.013421,1200000
2018,45,17.994707,1200000
2018,46,18.286398,1200000
2018,52,20.913386,1200000
2018,53,20.722719,1200000
2018,54,21.308247,1200000
2018,64,24.871147,1200000
2018,65,25.238186,1200000
2018,66,26.019276,1200000
2018,72,27.979193,1200000
2018,76,29.994772,1200000
2018,82,54.277645,1200000
2018,84,55.06666,1200000
2018,86,54.709114,1200000
2018,93,56.55358,1200000
2018,94,56.6534165,1200000
2018,102,69.023866,1200000
2018,106,69.278561,1200000
2018,112,70.506744,1200000
2018,113,70.010523,1200000
2018,116,71.088206,1200000
2018,122,78.62991,1200000
2018,124,78.455384,1200000
2018,126,79.282351,1200000
2018,132,79.805712,1200000
2018,133,80.254352,1200000
2018,135,80.016546,1200000
2018,142,80.742881,1200000
2018,145,80.696438,1200000
2018,146,80.797785,1200000
2018,153,88.5176895,1200000
2018,156,88.558689,1200000
2018,164,89.428266,1200000
2018,165,89.082011,1200000
2018,166,88.871913,1200000
2018,174,89.041981,1200000
2018,176,89.5772075,1200000
2018,182,93.493793,1200000
2018,184,92.948467,1200000
2018,186,93.835331,1200000
2018,193,93.824641,1200000
2018,194,93.146598,1200000
2018,203,95.354274,1200000
2018,204,95.617083,1200000
2018,205,95.353445,1200000
2018,212,95.428796,1200000
2018,213,95.552332,1200000
2018,216,95.960566,1200000
2018,222,96.640174,1200000
2018,223,97.13249350000001,1200000
2018,232,96.973015,1200000
2018,233,97.031084,1200000
2018,234,96.687986,1200000
2018,242,96.96073,1200000
2018,246,97.075601,1200000
2018,252,97.5573205,1200000
2018,256,98.10343,1200000
2018,263,97.9581705,1200000
2018,265,98.068083,1200000
2018,272,97.598962,1200000
2018,282,98.14723599999999,1200000
2018,285,97.908387,1200000
2018,293,98.62984850000001,1200000
2018,297,98.769592,1200000
2019,5,2.32466,1220000
2019,6,2.518299,1220000
2019,12,4.751959,1220000
2019,13,4.660617,1220000
2019,15,5.751409,1220000
2019,26,10.526303,1220000
2019,33,12.625695,1220000
2019,36,14.001740999999999,1220000
2019,43,16.489804,1220000
2019,46,17.731054999999998,1220000
2019,54,21.08213,1220000
2019,55,21.464798,1220000
2019,56,21.806236,1220000
2019,63,24.32671,1220000
2019,65,25.460988999999998,1220000
2019,72,27.956646,1220000
2019,75,29.7073745,1220000
2019,82,54.2054725,1220000
2019,84,54.263766,1220000
2019,92,55.888337,1220000
2019,93,55.841255,1220000
2019,94,56.555254,1220000
2019,103,69.117701,1220000
2019,104,68.976461,1220000
2019,106,69.615762,1220000
2019,115,70.58298049999999,1220000
2019,116,70.077688,1220000
2019,125,78.701816,1220000
2019,132,79.742307,1220000
2019,133,79.46114,1220000
2019,142,80.662253,1220000
2019,144,80.650663,1220000
2019,146,80.765531,1220000
2019,152,88.363363,1220000
2019,155,88.526871,1220000
2019,156,88.826614,1220000
2019,163,89.0724475,1220000
2019,164,89.012351,1220000
2019,174,89.54843,1220000
2019,175,89.621235,1220000
2019,176,88.869494,1220000
2019,182,92.765366,1220000
2019,183,93.4215035,1220000
2019,193,93.419653,1220000
2019,194,93.729276,1220000
2019,195,93.818925,1220000
2019,202,94.914524,1220000
2019,203,95.234094,1220000
2019,205,94.962204,1220000
2019,212,94.941643,1220000
2019,213,95.220175,1220000
2019,214,95.142055,1220000
2019,223,96.143089,1220000
2019,225,96.655878,1220000
2019,232,96.838406,1220000
2019,233,97.034482,1220000
2019,236,96.389489,1220000
2019,244,96.582256,1220000
2019,245,96.690157,1220000
2019,246,97.20034,1220000
2019,254,97.988138,1220000
2019,255,98.054936,1220000
2019,256,97.206269,1220000
2019,262,97.984686,1220000
2019,263,97.272296,1220000
2019,265,97.548672,1220000
2019,272,97.460758,1220000
2019,275,97.417267,1220000
2019,276,97.516543,1220000
2019,283,97.853144,1220000
2019,284,98.250251,1220000
2019,285,97.609142,1220000
2019,294,98.807739,1220000
2019,295,98.033325,1220000
2019,296,98.196734,1220000
2020,3,1.272969,1250000
2020,4,1.334621,1250000
2020,5,1.508804,1250000
2020,13,5.147085,1250000
2020,14,5.041654,1250000
2020,15,5.87811,1250000
2020,25,9.461319,1250000
2020,26,9.732231,1250000
2020,34,12.938623,1250000
2020,35,13.914071,1250000
2020,36,13.58508,1250000
2020,44,17.631952,1250000
2020,45,17.489376,1250000
2020,52,20.660626,1250000
2020,55,21.761734,1250000
2020,62,24.2191435,1250000
2020,63,24.906591,1250000
2020,72,28.221485,1250000
2020,73,28.71516,1250000
2020,74,28.636825,1250000
2020,82,54.374012,1250000
2020,84,54.671252,1250000
2020,93,56.072992,1250000
2020,95,56.493541,1250000
2020,96,56.188472,1250000
2020,102,68.712861,1250000
2020,104,68.903877,1250000
2020,114,70.22940299999999,1250000
2020,115,70.526552,1250000
2020,123,78.141344,1250000
2020,125,78.272174,1250000
2020,126,79.05278,1250000
2020,134,79.378531,1250000
2020,135,79.260858,1250000
2020,136,80.283197,1250000
2020,142,80.150032,1250000
2020,143,80.625471,1250000
2020,146,80.568707,1250000
2020,153,88.595106,1250000
2020,154,88.582965,1250000
2020,155,87.861551,1250000
2020,162,88.424113,1250000
2020,163,88.316746,1250000
2020,165,88.568803,1250000
2020,173,88.870498,1250000
2020,175,88.776888,1250000
2020,176,89.584557,1250000
2020,183,92.94539900000001,1250000
2020,185,92.825072,1250000
2020,192,93.347304,1250000
2020,193,93.206105,1250000
2020,195,93.391763,1250000
2020,202,95.390891,1250000
2020,203,94.449778,1250000
2020,205,95.387151,1250000
2020,213,94.7435205,1250000
2020,215,95.087591,1250000
2020,223,96.344825,1250000
2020,224,96.560875,1250000
2020,225,96.265833,1250000
2020,232,96.104596,1250000
2020,234,96.077872,1250000
2020,236,96.607595,1250000
2020,242,96.944979,1250000
2020,245,96.760872,1250000
2020,246,96.313107,1250000
2020,252,97.450362,1250000
2020,255,97.32519,1250000
2020,256,97.037453,1250000
2020,263,97.2959855,1250000
2020,266,97.839556,1250000
2020,272,97.8552115,1250000
2020,275,97.205267,1250000
2020,282,97.919572,1250000
2020,283,98.075237,1250000
2020,286,97.511385,1250000
2020,295,98.018188,1250000
2020,296,98.427278,1250000
2021,3,0.765236,1280000
2021,4,1.3840189999999999,1280000
2021,14,5.208547,1280000
2021,15,5.807697,1280000
2021,22,8.331240000000001,1280000
2021,24,9.77882,1280000
2021,32,12.019967,1280000
2021,33,13.13393,1280000
2021,34,13.720238,1280000
2021,45,17.881664999999998,1280000
2021,46,18.118029,1280000
2021,52,20.002164,1280000
2021,54,20.633557,1280000
2021,56,21.527106,1280000
2021,64,25.136573,1280000
2021,65,25.085123,1280000
2021,72,28.277822,1280000
2021,73,28.861187,1280000
2021,76,29.31136,1280000
2021,82,54.189218999999994,1280000
2021,83,54.177096,1280000
2021,92,55.752991,1280000
2021,95,56.464814,1280000
2021,96,56.140209,1280000
2021,102,68.5649315,1280000
2021,105,68.84799,1280000
2021,112,69.467015,1280000
2021,114,69.836699,1280000
2021,116,70.380527,1280000
2021,124,78.695556,1280000
2021,126,78.57652999999999,1280000
2021,132,79.245681,1280000
2021,135,79.831713,1280000
2021,136,79.193858,1280000
2021,143,80.557249,1280000
2021,144,80.5777685,1280000
2021,154,87.654925,1280000
2021,155,88.0270445,1280000
2021,163,88.755749,1280000
2021,165,88.09379799999999,1280000
2021,173,88.62211,1280000
2021,175,88.9694235,1280000
2021,182,93.122795,1280000
2021,185,92.386595,1280000
2021,192,92.59576849999999,1280000
2021,195,92.717349,1280000
2021,203,94.740196,1280000
2021,206,95.024419,1280000
2021,214,94.890514,1280000
2021,216,95.0319465,1280000
2021,224,96.0665595,1280000
2021,226,95.791688,1280000
2021,232,96.420914,1280000
2021,234,95.894485,1280000
2021,236,96.599143,1280000
2021,242,96.951337,1280000
2021,246,96.64945349999999,1280000
2021,254,97.348663,1280000
2021,255,97.11543950000001,1280000
2021,262,97.697369,1280000
2021,264,97.556221,1280000
2021,266,96.988488,1280000
2021,272,97.407258,1280000
2021,273,97.275246,1280000
2021,283,97.797921,1280000
2021,285,97.666069,1280000
2021,286,97.325533,1280000
2021,295,97.500151,1280000
2021,296,97.792988,1280000
2021,297,98.246085,1280000
2022,2,0.620016,1300000
2022,5,2.1250285,1300000
2022,12,4.239887,1300000
2022,25,9.407579,1300000
2022,26,10.15484,1300000
2022,33,12.930149,1300000
2022,35,13.718807,1300000
2022,36,13.589241,1300000
2022,42,16.852228,1300000
2022,43,16.920605,1300000
2022,46,18.259752,1300000
2022,52,19.807343,1300000
2022,54,21.268646,1300000
2022,55,21.805239,1300000
2022,62,24.3018515,1300000
2022,66,25.510838,1300000
2022,72,27.793094,1300000
2022,75,28.83258,1300000
2022,76,29.650298,1300000
2022,82,53.704036,1300000
2022,85,54.904049,1300000
2022,92,55.407618,1300000
2022,94,56.271772999999996,1300000
2022,102,68.344944,1300000
2022,103,69.011493,1300000
2022,104,68.589548,1300000
2022,114,69.646375,1300000
2022,115,69.887862,1300000
2022,124,78.26329150000001,1300000
2022,126,78.903247,1300000
